id,location,time_stamp,temp_c,humidity,cond,wind_kph,pressure_mb,wind_mps
2011,Kristiansand,2026-02-09 13:19:00,-2.7,80,Partly cloudy,16.6,1015.0,4.611111111111112
2010,Kristiansand,2026-02-09 11:53:00,-3.0,80,Partly cloudy,15.8,1015.0,4.388888888888889
2009,Kristiansand,2026-02-09 11:38:00,-2.7,80,Partly cloudy,15.8,1015.0,4.388888888888889
2008,Kristiansand,2026-02-09 08:53:00,-4.0,86,Partly cloudy,14.8,1016.0,4.111111111111112
2007,Kristiansand,2026-02-09 08:24:00,-3.8,86,Partly cloudy,14.8,1016.0,4.111111111111112
2006,Kristiansand,2026-02-09 07:53:00,-4.0,86,Overcast,16.2,1016.0,4.5
2005,Kristiansand,2026-02-09 06:52:00,-3.8,86,Overcast,15.8,1016.0,4.388888888888889
2004,Kristiansand,2026-02-09 05:53:00,-3.7,80,Overcast,16.2,1017.0,4.5
2003,Kristiansand,2026-02-09 04:52:00,-3.6,80,Overcast,16.6,1017.0,4.611111111111112
2002,Kristiansand,2026-02-09 03:53:00,-3.7,80,Overcast,16.6,1018.0,4.611111111111112
2001,Kristiansand,2026-02-09 02:53:00,-3.7,80,Overcast,16.9,1018.0,4.694444444444444
2000,Kristiansand,2026-02-09 01:53:00,-3.8,80,Overcast,17.6,1019.0,4.888888888888889
1999,Kristiansand,2026-02-09 00:53:00,-3.8,80,Light snow,17.6,1019.0,4.888888888888889
1998,Kristiansand,2026-02-08 23:52:00,-3.9,80,Overcast,18.7,1019.0,5.194444444444444
1997,Kristiansand,2026-02-08 22:53:00,-3.8,80,Overcast,19.8,1020.0,5.5
1996,Kristiansand,2026-02-08 21:52:00,-3.8,80,Overcast,19.8,1020.0,5.5
1995,Kristiansand,2026-02-08 20:52:00,-3.8,80,Overcast,21.2,1020.0,5.888888888888888
1994,Kristiansand,2026-02-08 19:52:00,-3.9,80,Overcast,22.7,1020.0,6.305555555555555
1993,Kristiansand,2026-02-08 18:53:00,-3.8,74,Partly cloudy,23.8,1020.0,6.611111111111111
1992,Kristiansand,2026-02-08 17:52:00,-3.9,74,Overcast,25.2,1020.0,7.0
1991,Kristiansand,2026-02-08 16:53:00,-3.7,80,Partly cloudy,25.9,1020.0,7.194444444444444
1990,Kristiansand,2026-02-08 15:53:00,-3.7,74,Partly cloudy,26.6,1021.0,7.388888888888889
1989,Kristiansand,2026-02-08 14:52:00,-3.9,80,Overcast,25.2,1021.0,7.0
1988,Kristiansand,2026-02-08 13:53:00,-3.9,80,Partly cloudy,26.3,1021.0,7.305555555555555
1987,Kristiansand,2026-02-08 13:43:00,-3.7,80,Partly cloudy,26.3,1021.0,7.305555555555555
1986,Kristiansand,2026-02-08 08:53:00,-5.8,86,Overcast,29.5,1021.0,8.194444444444445
1985,Kristiansand,2026-02-08 08:15:00,-6.9,79,Overcast,30.6,1020.0,8.5
1984,Kristiansand,2026-02-08 07:53:00,-7.0,79,Overcast,31.0,1020.0,8.61111111111111
1983,Kristiansand,2026-02-08 07:15:00,-6.7,79,Light snow,31.0,1020.0,8.61111111111111
1982,Kristiansand,2026-02-08 06:53:00,-6.9,79,Light snow,31.3,1020.0,8.694444444444445
1981,Kristiansand,2026-02-08 06:15:00,-5.7,73,Light snow,31.3,1020.0,8.694444444444445
1980,Kristiansand,2026-02-08 05:53:00,-5.7,73,Light snow,31.3,1020.0,8.694444444444445
1979,Kristiansand,2026-02-08 05:15:00,-4.9,73,Light snow,31.3,1020.0,8.694444444444445
1978,Kristiansand,2026-02-08 04:53:00,-4.7,73,Light snow,31.7,1020.0,8.805555555555555
1977,Kristiansand,2026-02-08 04:15:00,-3.7,74,Light snow,31.7,1020.0,8.805555555555555
1976,Kristiansand,2026-02-08 03:53:00,-3.8,74,Light snow,32.0,1020.0,8.88888888888889
1975,Kristiansand,2026-02-08 03:15:00,-2.9,74,Light snow,32.0,1019.0,8.88888888888889
1974,Kristiansand,2026-02-08 02:53:00,-2.7,74,Light snow,32.8,1019.0,9.11111111111111
1973,Kristiansand,2026-02-08 02:15:00,-1.9,74,Light snow,32.8,1019.0,9.11111111111111
1972,Kristiansand,2026-02-08 01:52:00,-1.8,74,Light snow,33.5,1019.0,9.305555555555555
1971,Kristiansand,2026-02-08 01:15:00,-1.6,74,Light snow,33.5,1018.0,9.305555555555555
1970,Kristiansand,2026-02-08 00:52:00,-1.8,74,Light snow,33.5,1018.0,9.305555555555555
1969,Kristiansand,2026-02-08 00:15:00,-1.7,74,Light snow,33.5,1018.0,9.305555555555555
1968,Kristiansand,2026-02-07 23:53:00,-1.9,74,Light snow,34.2,1018.0,9.5
1967,Kristiansand,2026-02-07 23:16:00,-1.0,74,Light snow,34.2,1018.0,9.5
1966,Kristiansand,2026-02-07 22:53:00,-0.7,74,Light snow,34.6,1018.0,9.61111111111111
1965,Kristiansand,2026-02-07 22:16:00,-0.7,80,Overcast,34.6,1017.0,9.61111111111111
1964,Kristiansand,2026-02-07 21:53:00,-0.8,80,Overcast,34.9,1017.0,9.694444444444445
1963,Kristiansand,2026-02-07 21:15:00,-1.9,80,Overcast,34.2,1017.0,9.5
1962,Kristiansand,2026-02-07 20:52:00,-1.7,80,Overcast,34.6,1017.0,9.61111111111111
1961,Kristiansand,2026-02-07 20:15:00,-1.7,86,Overcast,34.6,1016.0,9.61111111111111
1960,Kristiansand,2026-02-07 19:52:00,-2.0,86,Overcast,34.6,1016.0,9.61111111111111
1959,Kristiansand,2026-02-07 19:15:00,-2.0,80,Light snow,34.6,1016.0,9.61111111111111
1958,Kristiansand,2026-02-07 18:52:00,-1.8,80,Light snow,34.2,1016.0,9.5
1957,Kristiansand,2026-02-07 18:15:00,-1.8,80,Light snow,34.2,1015.0,9.5
1956,Kristiansand,2026-02-07 17:53:00,-1.7,80,Light snow,34.2,1015.0,9.5
1955,Kristiansand,2026-02-07 17:15:00,-1.9,80,Light snow,34.2,1015.0,9.5
1954,Kristiansand,2026-02-07 16:52:00,-2.0,80,Light snow,34.6,1015.0,9.61111111111111
1953,Kristiansand,2026-02-07 16:15:00,-1.8,80,Light snow,34.6,1015.0,9.61111111111111
1952,Kristiansand,2026-02-07 15:52:00,-1.7,80,Light snow,32.4,1014.0,9.0
1951,Kristiansand,2026-02-07 15:15:00,-2.8,86,Light snow,32.4,1014.0,9.0
1950,Kristiansand,2026-02-07 14:52:00,-2.9,86,Light snow,32.8,1014.0,9.11111111111111
1949,Kristiansand,2026-02-07 14:15:00,-3.0,80,Light snow,32.8,1014.0,9.11111111111111
1948,Kristiansand,2026-02-07 13:53:00,-2.8,80,Light snow,32.8,1014.0,9.11111111111111
1947,Kristiansand,2026-02-07 13:15:00,-3.8,86,Light snow,32.8,1014.0,9.11111111111111
1946,Kristiansand,2026-02-07 12:53:00,-3.6,86,Light snow,33.1,1014.0,9.194444444444445
1945,Kristiansand,2026-02-07 12:15:00,-2.7,80,Light snow,33.1,1013.0,9.194444444444445
1944,Kristiansand,2026-02-07 11:52:00,-2.9,80,Light snow,33.5,1013.0,9.305555555555555
1943,Kristiansand,2026-02-07 11:15:00,-4.0,89,Blizzard,33.5,1015.0,9.305555555555555
1942,Kristiansand,2026-02-07 10:53:00,-4.3,89,Blizzard,33.8,1014.0,9.388888888888888
1941,Kristiansand,2026-02-07 10:15:00,-3.6,74,Light snow,33.8,1012.0,9.388888888888888
1940,Kristiansand,2026-02-07 09:53:00,-3.7,74,Light snow,33.8,1012.0,9.388888888888888
1939,Kristiansand,2026-02-07 09:15:00,-3.8,74,Light snow,33.8,1011.0,9.388888888888888
1938,Kristiansand,2026-02-07 08:53:00,-3.8,74,Light snow,33.8,1011.0,9.388888888888888
1937,Kristiansand,2026-02-07 08:16:00,-3.6,74,Light snow,33.8,1011.0,9.388888888888888
1936,Kristiansand,2026-02-07 07:52:00,-3.9,74,Light snow,35.3,1011.0,9.805555555555555
1935,Kristiansand,2026-02-07 07:37:00,-3.7,74,Light snow,35.3,1011.0,9.805555555555555
1934,Kristiansand,2026-02-06 20:53:00,-5.8,79,Light snow,38.2,1008.0,10.611111111111112
1933,Kristiansand,2026-02-06 19:58:00,-5.6,79,Light snow,38.5,1007.0,10.694444444444445
1932,Kristiansand,2026-02-06 19:53:00,-5.6,79,Light snow,38.5,1007.0,10.694444444444445
1931,Kristiansand,2026-02-06 18:53:00,-5.2,91,Blizzard,38.9,1008.0,10.805555555555555
1930,Kristiansand,2026-02-06 17:52:00,-5.8,79,Light snow,38.9,1006.0,10.805555555555555
1929,Kristiansand,2026-02-06 16:53:00,-5.7,73,Light snow,38.5,1006.0,10.694444444444445
1928,Kristiansand,2026-02-06 15:53:00,-5.4,90,Blizzard,39.6,1007.0,11.0
1927,Kristiansand,2026-02-06 14:53:00,-5.8,73,Light snow,40.0,1006.0,11.11111111111111
1926,Kristiansand,2026-02-06 13:53:00,-6.8,79,Blowing snow,39.2,1006.0,10.88888888888889
1925,Kristiansand,2026-02-06 12:53:00,-6.8,73,Light snow,39.2,1006.0,10.88888888888889
1924,Kristiansand,2026-02-06 12:47:00,-6.7,73,Light snow,39.2,1006.0,10.88888888888889
1923,Kristiansand,2026-02-06 11:40:00,-7.0,73,Blowing snow,40.3,1006.0,11.194444444444443
1922,Kristiansand,2026-02-06 06:52:00,-6.0,73,Light snow,41.8,1006.0,11.61111111111111
1921,Kristiansand,2026-02-06 05:53:00,-6.0,73,Light snow,41.4,1006.0,11.5
1920,Kristiansand,2026-02-06 04:53:00,-6.9,79,Light snow,41.8,1006.0,11.61111111111111
1919,Kristiansand,2026-02-06 03:53:00,-6.9,73,Light snow,42.1,1006.0,11.694444444444445
1918,Kristiansand,2026-02-06 02:53:00,-7.6,73,Light snow,41.4,1006.0,11.5
1917,Kristiansand,2026-02-06 01:53:00,-7.7,79,Light snow,41.4,1007.0,11.5
1916,Kristiansand,2026-02-06 00:53:00,-6.7,73,Light snow,41.4,1007.0,11.5
1915,Kristiansand,2026-02-05 23:53:00,-6.8,73,Light snow,41.0,1007.0,11.38888888888889
1914,Kristiansand,2026-02-05 22:53:00,-6.9,73,Light snow,40.7,1008.0,11.305555555555555
1913,Kristiansand,2026-02-05 21:53:00,-6.8,73,Light snow,39.6,1008.0,11.0
1912,Kristiansand,2026-02-05 20:53:00,-6.8,73,Blowing snow,38.9,1008.0,10.805555555555555
1911,Kristiansand,2026-02-05 19:53:00,-6.9,73,Light snow,38.5,1008.0,10.694444444444445
1910,Kristiansand,2026-02-05 18:53:00,-6.6,73,Light snow,38.5,1009.0,10.694444444444445
1909,Kristiansand,2026-02-05 17:53:00,-6.7,73,Light snow,38.5,1009.0,10.694444444444445
1908,Kristiansand,2026-02-05 16:53:00,-6.8,73,Light snow,37.8,1009.0,10.499999999999998
1907,Kristiansand,2026-02-05 15:53:00,-5.8,68,Light snow,37.4,1010.0,10.388888888888888
1906,Kristiansand,2026-02-05 14:53:00,-5.6,73,Light snow,35.6,1010.0,9.88888888888889
1905,Kristiansand,2026-02-05 13:53:00,-5.7,73,Light snow,36.0,1011.0,10.0
1904,Kristiansand,2026-02-05 12:53:00,-5.9,68,Light snow,36.4,1011.0,10.11111111111111
1903,Kristiansand,2026-02-05 11:52:00,-5.6,73,Light snow,36.4,1012.0,10.11111111111111
1902,Kristiansand,2026-02-05 10:53:00,-5.7,73,Blowing snow,37.1,1012.0,10.305555555555555
1901,Kristiansand,2026-02-05 09:53:00,-5.7,73,Light snow,36.0,1012.0,10.0
1900,Kristiansand,2026-02-05 08:53:00,-5.7,73,Light snow,35.3,1012.0,9.805555555555555
1899,Kristiansand,2026-02-05 08:03:00,-5.9,73,Light snow,36.4,1012.0,10.11111111111111
1898,Kristiansand,2026-02-05 07:53:00,-5.9,73,Light snow,36.0,1012.0,10.0
1897,Kristiansand,2026-02-05 06:53:00,-5.9,79,Light snow,34.9,1013.0,9.694444444444445
1896,Kristiansand,2026-02-05 05:53:00,-4.9,79,Light snow,34.2,1013.0,9.5
1895,Kristiansand,2026-02-05 04:53:00,-4.9,79,Light snow,34.6,1014.0,9.61111111111111
1894,Kristiansand,2026-02-05 03:53:00,-4.7,79,Light snow,35.6,1014.0,9.88888888888889
1893,Kristiansand,2026-02-05 02:53:00,-4.6,86,Light snow,35.3,1014.0,9.805555555555555
1892,Kristiansand,2026-02-05 01:52:00,-4.7,86,Light snow,34.6,1015.0,9.61111111111111
1891,Kristiansand,2026-02-05 00:52:00,-5.0,86,Light snow,34.6,1015.0,9.61111111111111
1890,Kristiansand,2026-02-04 23:52:00,-3.9,86,Light snow,34.6,1015.0,9.61111111111111
1889,Kristiansand,2026-02-04 22:53:00,-3.8,86,Light snow,34.6,1016.0,9.61111111111111
1888,Kristiansand,2026-02-04 21:52:00,-2.8,80,Light snow,34.6,1015.0,9.61111111111111
1887,Kristiansand,2026-02-04 20:53:00,-3.7,86,Light snow,34.2,1016.0,9.5
1886,Kristiansand,2026-02-04 19:53:00,-3.7,86,Light snow,34.2,1016.0,9.5
1885,Kristiansand,2026-02-04 18:53:00,-3.9,80,Light snow,34.9,1016.0,9.694444444444445
1884,Kristiansand,2026-02-04 17:53:00,-3.7,80,Light snow,34.9,1016.0,9.694444444444445
1883,Kristiansand,2026-02-04 16:53:00,-3.7,80,Light snow,35.3,1016.0,9.805555555555555
1882,Kristiansand,2026-02-04 15:53:00,-2.7,68,Light snow,35.3,1016.0,9.805555555555555
1881,Kristiansand,2026-02-04 14:53:00,-2.7,74,Light snow,35.3,1016.0,9.805555555555555
1880,Kristiansand,2026-02-04 13:53:00,-2.8,74,Light snow,35.3,1016.0,9.805555555555555
1879,Kristiansand,2026-02-04 12:53:00,-2.7,80,Light snow,35.6,1017.0,9.88888888888889
1878,Kristiansand,2026-02-04 11:53:00,-2.9,80,Light snow,35.6,1017.0,9.88888888888889
1877,Kristiansand,2026-02-04 10:53:00,-2.9,74,Light snow,36.0,1017.0,10.0
1876,Kristiansand,2026-02-04 09:53:00,-2.9,80,Light snow,36.4,1016.0,10.11111111111111
1875,Kristiansand,2026-02-04 08:53:00,-2.9,80,Light snow,36.4,1016.0,10.11111111111111
1874,Kristiansand,2026-02-04 07:53:00,-2.9,80,Light snow,36.0,1016.0,10.0
1873,Kristiansand,2026-02-04 06:53:00,-2.6,80,Light snow,35.3,1016.0,9.805555555555555
1872,Kristiansand,2026-02-04 05:51:00,-2.7,80,Light snow,34.9,1016.0,9.694444444444445
1871,Kristiansand,2026-02-04 05:51:00,-2.7,80,Light snow,34.9,1016.0,9.694444444444445
1870,Kristiansand,2026-02-04 05:16:00,-2.9,74,Light snow,34.9,1017.0,9.694444444444445
1869,Kristiansand,2026-02-04 04:53:00,-2.7,74,Light snow,34.9,1017.0,9.694444444444445
1868,Kristiansand,2026-02-04 03:53:00,-3.0,74,Light snow,34.9,1017.0,9.694444444444445
1867,Kristiansand,2026-02-04 02:53:00,-1.7,69,Light snow,35.6,1018.0,9.88888888888889
1866,Kristiansand,2026-02-04 01:53:00,-1.6,69,Light snow,36.0,1018.0,10.0
1865,Kristiansand,2026-02-04 00:53:00,-1.7,69,Light snow,36.0,1018.0,10.0
1864,Kristiansand,2026-02-03 23:53:00,-1.7,69,Partly cloudy,36.7,1018.0,10.194444444444445
1863,Kristiansand,2026-02-03 22:53:00,-0.8,64,Partly cloudy,36.7,1019.0,10.194444444444445
1862,Kristiansand,2026-02-03 21:53:00,-0.8,64,Partly cloudy,36.0,1019.0,10.0
1861,Kristiansand,2026-02-03 20:53:00,-0.8,64,Overcast,32.0,1019.0,8.88888888888889
1860,Kristiansand,2026-02-03 19:53:00,-0.9,64,Partly cloudy,32.0,1019.0,8.88888888888889
1859,Kristiansand,2026-02-03 17:53:00,-0.7,69,Light snow,31.0,1019.0,8.61111111111111
1858,Kristiansand,2026-02-03 16:52:00,-0.9,69,Partly cloudy,31.3,1019.0,8.694444444444445
1857,Kristiansand,2026-02-03 15:53:00,-1.0,69,Light snow,31.3,1019.0,8.694444444444445
1856,Kristiansand,2026-02-03 13:16:00,-1.8,74,Light snow,30.6,1020.0,8.5
1855,Kristiansand,2026-02-03 12:53:00,-1.7,74,Light snow,29.5,1020.0,8.194444444444445
1854,Kristiansand,2026-02-03 11:53:00,-1.7,74,Light snow,29.2,1020.0,8.11111111111111
1853,Kristiansand,2026-02-03 10:53:00,-1.9,74,Light snow,28.8,1020.0,8.0
1852,Kristiansand,2026-02-03 09:53:00,-2.7,74,Light snow,28.8,1020.0,8.0
1851,Kristiansand,2026-02-03 08:53:00,-2.8,68,Light snow,29.2,1020.0,8.11111111111111
1850,Kristiansand,2026-02-03 07:52:00,-4.9,86,Light snow,29.2,1020.0,8.11111111111111
1849,Kristiansand,2026-02-03 07:46:00,-4.9,86,Light snow,29.2,1020.0,8.11111111111111
1848,Kristiansand,2026-02-03 07:13:00,-4.6,79,Light snow,29.2,1020.0,8.11111111111111
1847,Kristiansand,2026-02-02 22:53:00,-4.8,79,Light snow,27.0,1021.0,7.5
1846,Kristiansand,2026-02-02 22:53:00,-4.8,79,Light snow,27.0,1021.0,7.5
1845,Kristiansand,2026-02-02 21:53:00,-4.8,79,Light snow,27.0,1021.0,7.5
1844,Kristiansand,2026-02-02 20:53:00,-4.9,79,Light snow,27.7,1021.0,7.694444444444444
1843,Kristiansand,2026-02-02 19:53:00,-3.9,74,Light snow,27.7,1021.0,7.694444444444444
1842,Kristiansand,2026-02-02 18:53:00,-3.7,68,Light snow,28.1,1021.0,7.805555555555555
1841,Kristiansand,2026-02-02 17:53:00,-3.9,74,Light snow,28.4,1020.0,7.888888888888888
1840,Kristiansand,2026-02-02 17:36:00,-3.7,74,Light snow,28.4,1020.0,7.888888888888888
1839,Kristiansand,2026-02-02 16:53:00,-3.8,68,Light snow,28.4,1020.0,7.888888888888888
1838,Kristiansand,2026-02-02 15:53:00,-4.0,68,Light snow,28.4,1020.0,7.888888888888888
1837,Kristiansand,2026-02-02 14:53:00,-3.9,63,Light snow,28.1,1020.0,7.805555555555555
1836,Kristiansand,2026-02-02 13:53:00,-3.8,68,Light snow,28.4,1020.0,7.888888888888888
1835,Kristiansand,2026-02-02 12:53:00,-4.6,79,Light snow,28.8,1021.0,8.0
1834,Kristiansand,2026-02-02 12:33:00,-4.7,79,Light snow,28.8,1021.0,8.0
1833,Kristiansand,2026-02-02 08:19:00,-3.8,80,Blizzard,28.8,1021.0,8.0
1832,Kristiansand,2026-02-02 08:13:00,-3.8,80,Blizzard,28.8,1021.0,8.0
1831,Kristiansand,2026-02-02 08:13:00,-3.8,80,Blizzard,28.8,1021.0,8.0
1830,Kristiansand,2026-02-01 19:53:00,-1.0,55,Light snow,29.2,1020.0,8.11111111111111
1829,Kristiansand,2026-02-01 19:29:00,-0.8,55,Partly cloudy,29.2,1020.0,8.11111111111111
1828,Kristiansand,2026-02-01 18:53:00,-0.7,55,Partly cloudy,29.9,1020.0,8.305555555555555
1827,Kristiansand,2026-02-01 17:53:00,-0.8,59,Partly cloudy,30.2,1020.0,8.38888888888889
1826,Kristiansand,2026-02-01 17:23:00,-0.7,59,Partly cloudy,30.2,1020.0,8.38888888888889
1825,Kristiansand,2026-02-01 16:53:00,-0.7,59,Partly cloudy,30.2,1020.0,8.38888888888889
1824,Kristiansand,2026-02-01 15:53:00,-0.9,59,Partly cloudy,29.9,1019.0,8.305555555555555
1823,Kristiansand,2026-02-01 15:10:00,-1.0,59,Partly cloudy,27.7,1019.0,7.694444444444444
1822,Kristiansand,2026-02-01 13:53:00,-1.0,55,Partly cloudy,28.8,1019.0,8.0
1821,Kristiansand,2026-02-01 12:53:00,-0.8,55,Light snow,29.2,1019.0,8.11111111111111
1820,Kristiansand,2026-02-01 11:53:00,-0.8,59,Partly cloudy,29.5,1020.0,8.194444444444445
1819,Kristiansand,2026-02-01 10:52:00,-0.8,59,Partly cloudy,29.2,1019.0,8.11111111111111
1818,Kristiansand,2026-02-01 09:52:00,-0.8,59,Partly cloudy,29.5,1019.0,8.194444444444445
1817,Kristiansand,2026-02-01 08:53:00,-0.9,59,Partly cloudy,29.2,1019.0,8.11111111111111
1816,Kristiansand,2026-02-01 08:45:00,-0.9,59,Partly cloudy,29.2,1019.0,8.11111111111111
1815,Kristiansand,2026-01-31 16:53:00,-0.9,80,Light snow,31.0,1017.0,8.61111111111111
1814,Kristiansand,2026-01-31 15:53:00,-0.7,86,Moderate snow,31.3,1017.0,8.694444444444445
1813,Kristiansand,2026-01-31 14:53:00,-0.6,86,Moderate snow,29.9,1017.0,8.305555555555555
1812,Kristiansand,2026-01-31 13:53:00,0.4,74,Light snow,29.5,1017.0,8.194444444444445
1811,Kristiansand,2026-01-31 13:30:00,0.3,69,Light snow,29.5,1017.0,8.194444444444445
1810,Kristiansand,2026-01-31 13:30:00,0.3,69,Light snow,29.5,1017.0,8.194444444444445
1809,Kristiansand,2026-01-31 12:53:00,-0.8,80,Light snow,29.9,1016.0,8.305555555555555
1808,Kristiansand,2026-01-31 11:53:00,-0.7,80,Light snow,30.6,1016.0,8.5
1807,Kristiansand,2026-01-31 10:53:00,-0.7,80,Light snow,30.6,1016.0,8.5
1806,Kristiansand,2026-01-31 09:53:00,-0.7,74,Light snow,31.0,1016.0,8.61111111111111
1805,Kristiansand,2026-01-31 08:53:00,-0.8,74,Light snow,31.0,1015.0,8.61111111111111
1804,Kristiansand,2026-01-31 07:53:00,-0.9,74,Blowing snow,32.4,1015.0,9.0
1803,Kristiansand,2026-01-31 07:32:00,-0.9,74,Light snow,32.4,1014.0,9.0
1802,Kristiansand,2026-01-31 06:53:00,-0.9,74,Light snow,33.1,1014.0,9.194444444444445
1801,Kristiansand,2026-01-31 05:53:00,-0.7,74,Light snow,33.5,1014.0,9.305555555555555
1800,Kristiansand,2026-01-31 04:53:00,-0.8,74,Light snow,33.8,1014.0,9.388888888888888
1799,Kristiansand,2026-01-31 03:53:00,-1.8,86,Light snow,33.5,1014.0,9.305555555555555
1798,Kristiansand,2026-01-31 02:53:00,-2.0,80,Light snow,33.5,1014.0,9.305555555555555
1797,Kristiansand,2026-01-31 01:53:00,-1.7,80,Light snow,34.2,1014.0,9.5
1796,Kristiansand,2026-01-31 00:53:00,-2.0,80,Light snow,34.2,1014.0,9.5
1795,Kristiansand,2026-01-30 23:53:00,-1.7,80,Light snow,34.6,1013.0,9.61111111111111
1794,Kristiansand,2026-01-30 22:53:00,-1.7,74,Light snow,34.2,1013.0,9.5
1793,Kristiansand,2026-01-30 21:53:00,-1.7,74,Light snow,34.2,1013.0,9.5
1792,Kristiansand,2026-01-30 20:53:00,-1.9,69,Light snow,34.2,1013.0,9.5
1791,Kristiansand,2026-01-30 19:53:00,-1.6,69,Light snow,34.2,1013.0,9.5
1790,Kristiansand,2026-01-30 18:53:00,-1.8,69,Light snow,34.2,1013.0,9.5
1789,Kristiansand,2026-01-30 17:57:00,-1.9,74,Light snow,33.8,1013.0,9.388888888888888
1788,Kristiansand,2026-01-30 16:53:00,-2.0,74,Light snow,33.5,1013.0,9.305555555555555
1787,Kristiansand,2026-01-30 16:18:00,-1.9,74,Light snow,33.5,1013.0,9.305555555555555
1786,Kristiansand,2026-01-30 12:52:00,-1.9,69,Light snow,32.8,1013.0,9.11111111111111
1785,Kristiansand,2026-01-30 12:52:00,-1.9,69,Light snow,32.8,1013.0,9.11111111111111
1784,Kristiansand,2026-01-30 06:49:00,-3.7,80,Light snow,32.4,1012.0,9.0
1783,Kristiansand,2026-01-30 05:53:00,-4.7,86,Light snow,32.0,1013.0,8.88888888888889
1782,Kristiansand,2026-01-30 04:53:00,-5.0,79,Light snow,31.3,1013.0,8.694444444444445
1781,Kristiansand,2026-01-30 03:53:00,-4.7,79,Light snow,31.0,1013.0,8.61111111111111
1780,Kristiansand,2026-01-30 02:53:00,-4.9,79,Light snow,31.3,1013.0,8.694444444444445
1779,Kristiansand,2026-01-30 01:53:00,-4.7,79,Light snow,31.0,1013.0,8.61111111111111
1778,Kristiansand,2026-01-30 00:53:00,-4.6,79,Light snow,31.0,1013.0,8.61111111111111
1777,Kristiansand,2026-01-29 23:53:00,-5.0,79,Light snow,29.5,1014.0,8.194444444444445
1776,Kristiansand,2026-01-29 22:54:00,-4.8,79,Light snow,29.9,1014.0,8.305555555555555
1775,Kristiansand,2026-01-29 21:52:00,-5.7,79,Light snow,30.6,1014.0,8.5
1774,Kristiansand,2026-01-29 20:53:00,-5.7,86,Light snow,29.9,1014.0,8.305555555555555
1773,Kristiansand,2026-01-29 20:43:00,-5.9,86,Light snow,29.9,1014.0,8.305555555555555
1772,Kristiansand,2026-01-29 18:02:00,-4.8,73,Light snow,28.8,1013.0,8.0
1771,Kristiansand,2026-01-29 17:53:00,-4.8,73,Light snow,28.8,1013.0,8.0
1770,Kristiansand,2026-01-29 13:14:00,-4.9,73,Light snow,27.7,1014.0,7.694444444444444
1769,Kristiansand,2026-01-29 12:53:00,-4.8,73,Light snow,27.7,1014.0,7.694444444444444
1768,Kristiansand,2026-01-29 11:53:00,-4.9,73,Light snow,27.4,1014.0,7.611111111111111
1767,Kristiansand,2026-01-29 10:53:00,-4.9,73,Light snow,27.0,1014.0,7.5
1766,Kristiansand,2026-01-29 09:53:00,-4.9,73,Light snow,27.0,1014.0,7.5
1765,Kristiansand,2026-01-29 08:53:00,-4.8,79,Light snow,28.1,1014.0,7.805555555555555
1764,Kristiansand,2026-01-29 07:53:00,-4.9,73,Light snow,28.1,1013.0,7.805555555555555
1763,Kristiansand,2026-01-29 07:11:00,-3.8,68,Light snow,28.1,1013.0,7.805555555555555
1762,Kristiansand,2026-01-28 21:34:00,-3.6,63,Partly cloudy,27.7,1012.0,7.694444444444444
1761,Kristiansand,2026-01-28 20:53:00,-3.7,63,Partly cloudy,27.7,1012.0,7.694444444444444
1760,Kristiansand,2026-01-28 20:04:00,-3.8,63,Partly cloudy,27.7,1012.0,7.694444444444444
1759,Kristiansand,2026-01-28 19:53:00,-3.8,63,Partly cloudy,28.1,1012.0,7.805555555555555
1758,Kristiansand,2026-01-28 17:14:00,-5.0,68,Partly cloudy,29.9,1011.0,8.305555555555555
1757,Kristiansand,2026-01-28 17:10:00,-5.0,68,Partly cloudy,29.9,1011.0,8.305555555555555
1756,Kristiansand,2026-01-28 16:53:00,-5.0,68,Partly cloudy,30.6,1011.0,8.5
1755,Kristiansand,2026-01-28 15:53:00,-4.6,73,Partly cloudy,31.3,1011.0,8.694444444444445
1754,Kristiansand,2026-01-28 14:53:00,-5.0,73,Light snow,31.0,1011.0,8.61111111111111
1753,Kristiansand,2026-01-28 14:09:00,-4.9,73,Partly cloudy,31.0,1011.0,8.61111111111111
1752,Kristiansand,2026-01-28 14:09:00,-4.9,73,Partly cloudy,31.0,1011.0,8.61111111111111
1751,Kristiansand,2026-01-28 11:53:00,-4.7,73,Light snow,32.0,1010.0,8.88888888888889
1750,Kristiansand,2026-01-28 11:01:00,-4.9,73,Light snow,32.0,1010.0,8.88888888888889
1749,Kristiansand,2026-01-28 09:56:00,-5.0,73,Light snow,31.7,1010.0,8.805555555555555
1748,Kristiansand,2026-01-28 09:53:00,-5.0,73,Light snow,31.7,1010.0,8.805555555555555
1747,Kristiansand,2026-01-28 08:56:00,-5.0,73,Light snow,32.4,1010.0,9.0
1746,Kristiansand,2026-01-28 08:53:00,-5.0,73,Light snow,32.4,1010.0,9.0
1745,Kristiansand,2026-01-28 07:56:00,-5.0,73,Light snow,33.5,1009.0,9.305555555555555
1744,Kristiansand,2026-01-28 07:53:00,-5.0,73,Light snow,33.5,1009.0,9.305555555555555
1743,Kristiansand,2026-01-28 07:11:00,-4.6,73,Light snow,33.5,1009.0,9.305555555555555
1742,Kristiansand,2026-01-28 06:56:00,-4.9,73,Light snow,32.4,1009.0,9.0
1741,Kristiansand,2026-01-28 06:52:00,-4.9,73,Light snow,32.4,1009.0,9.0
